state,type,pollster,startdate,enddate,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump
Michigan,now-cast,Marketing Resource Group (MRG),2/22/2016,2/27/2016,44.0,39.0,43.93145,41.06133
U.S.,now-cast,CBS News/New York Times,3/17/2016,3/20/2016,50.0,40.0,49.4562,43.18343
U.S.,now-cast,NBC News/Wall Street Journal,3/3/2016,3/6/2016,51.0,38.0,49.93499,42.13884
U.S.,now-cast,USC Dornsife/LA Times,7/18/2016,7/24/2016,41.32,45.44,44.27232,44.42493
U.S.,now-cast,Morning Consult,6/1/2016,6/5/2016,44.0,40.0,46.79327,45.07757
U.S.,now-cast,USC Dornsife/LA Times,7/17/2016,7/23/2016,41.68,45.12,44.68834,44.11864
U.S.,now-cast,Ipsos,6/1/2016,6/5/2016,47.5,33.7,47.71044000000001,35.32066
U.S.,now-cast,Ipsos,5/31/2016,6/4/2016,46.7,33.7,46.89858,35.30441
U.S.,now-cast,Ipsos,6/2/2016,6/6/2016,46.1,34.0,46.32829,35.63154
U.S.,now-cast,Ipsos,6/6/2016,6/10/2016,44.0,29.9,46.65003,33.97126
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,6/6/2016,6/7/2016,38.0,37.0,41.06496,41.41639
U.S.,now-cast,SurveyMonkey,8/8/2016,8/14/2016,43.0,37.0,45.02019,42.69451
Minnesota,now-cast,"Mason-Dixon Polling & Research, Inc.",1/18/2016,1/20/2016,43.0,38.0,40.81114,39.40767
U.S.,now-cast,USC Dornsife/LA Times,7/16/2016,7/22/2016,42.27,44.23,45.30651,43.25808
U.S.,now-cast,Ipsos,5/30/2016,6/3/2016,46.5,34.8,46.68534,36.38736
North Carolina,now-cast,Elon University,2/15/2016,2/19/2016,47.0,41.0,45.49825,42.85595
U.S.,now-cast,USC Dornsife/LA Times,7/15/2016,7/21/2016,43.18,43.39,46.26009000000001,42.43834
U.S.,now-cast,Ipsos,5/29/2016,6/2/2016,46.9,35.2,47.07336,36.76917
U.S.,now-cast,USC Dornsife/LA Times,7/14/2016,7/20/2016,43.38,42.79,46.49866,41.86195
U.S.,now-cast,YouGov,7/9/2016,7/11/2016,40.0,37.0,45.09503,43.20282
New Jersey,now-cast,Fairleigh Dickinson University (PublicMind),2/24/2016,2/28/2016,52.0,36.0,51.69765,39.67218
U.S.,now-cast,Ipsos,5/28/2016,6/1/2016,45.9,35.8,46.06002,37.35098
U.S.,now-cast,Google Consumer Surveys,8/18/2016,8/19/2016,37.4,30.4,45.01458,40.13979000000001
U.S.,now-cast,USC Dornsife/LA Times,7/13/2016,7/19/2016,42.6,42.8,45.74806,41.90215
U.S.,now-cast,Ipsos,6/5/2016,6/9/2016,43.9,29.0,46.54214,33.06002
U.S.,now-cast,USC Dornsife/LA Times,7/12/2016,7/18/2016,42.2,43.3,45.34184000000001,42.4396
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,5/31/2016,6/1/2016,38.0,37.0,41.01021,41.34578
U.S.,now-cast,Morning Consult,5/24/2016,5/30/2016,42.0,39.0,44.69754,43.95794
U.S.,now-cast,CNN/Opinion Research Corp.,2/24/2016,2/27/2016,52.0,44.0,50.35718,44.65944
Florida,now-cast,Saint Leo University,3/13/2016,3/17/2016,51.7,34.2,48.89357,38.57467000000001
U.S.,now-cast,USC Dornsife/LA Times,7/11/2016,7/17/2016,42.2,42.9,45.34079000000001,42.07914
U.S.,now-cast,Ipsos,5/27/2016,5/31/2016,46.0,34.8,46.14744,36.33427
U.S.,now-cast,YouGov,7/2/2016,7/4/2016,42.0,37.0,46.97395,43.23856
U.S.,now-cast,Zogby Interactive/JZ Analytics,3/21/2016,3/24/2016,53.0,35.0,51.63123,38.77559
Virginia,now-cast,Hampton University,2/18/2016,2/22/2016,48.0,39.0,47.47254,39.8444
U.S.,now-cast,Ipsos,5/26/2016,5/30/2016,46.1,35.4,46.23038,36.91783
U.S.,now-cast,USC Dornsife/LA Times,7/10/2016,7/16/2016,41.7,42.8,44.84803,42.01583
U.S.,now-cast,Suffolk University,2/11/2016,2/15/2016,43.0,45.0,41.2508,45.9705
U.S.,now-cast,Ipsos,5/25/2016,5/29/2016,45.8,35.5,45.91471,37.00103
U.S.,now-cast,USC Dornsife/LA Times,7/9/2016,7/15/2016,41.8,42.2,44.95489,41.43938
U.S.,now-cast,Ipsos,5/24/2016,5/28/2016,44.4,35.9,44.49237,37.38639000000001
U.S.,now-cast,Ipsos,5/23/2016,5/27/2016,43.2,37.3,43.27242,38.77535
Iowa,now-cast,Public Policy Polling,1/8/2016,1/10/2016,42.0,42.0,40.23094,42.2379
U.S.,now-cast,Morning Consult,6/8/2016,6/9/2016,39.0,33.0,44.23925,40.54304000000001
U.S.,now-cast,Ipsos,5/22/2016,5/26/2016,42.1,38.5,42.14961,39.97019
U.S.,now-cast,YouGov,6/24/2016,6/27/2016,40.0,35.0,44.88044,41.26152
U.S.,now-cast,SurveyMonkey,8/1/2016,8/7/2016,44.0,38.0,45.97768,43.66029
U.S.,now-cast,Zogby Interactive/JZ Analytics,3/18/2016,3/21/2016,47.0,40.0,45.60259,43.70033
U.S.,now-cast,USC Dornsife/LA Times,7/8/2016,7/14/2016,40.9,42.1,44.06348,41.36056
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,5/23/2016,5/24/2016,40.0,39.0,40.47243,40.82656
U.S.,now-cast,Ipsos,5/21/2016,5/25/2016,43.8,37.3,43.83135,38.75155
U.S.,now-cast,USC Dornsife/LA Times,7/7/2016,7/13/2016,40.4,43.2,43.56559,42.48295
U.S.,now-cast,Ipsos,5/20/2016,5/24/2016,42.3,37.2,42.31381,38.63005
New Hampshire,now-cast,University of Massachusetts Lowell,2/4/2016,2/6/2016,45.0,39.0,44.30655,41.14993
U.S.,now-cast,Ipsos,6/4/2016,6/8/2016,41.8,30.8,44.43483,34.84686
U.S.,now-cast,Ipsos,5/19/2016,5/23/2016,41.8,37.7,41.77435,39.13836
U.S.,now-cast,USC Dornsife/LA Times,7/6/2016,7/12/2016,40.3,43.6,43.45238,42.90327
U.S.,now-cast,Ipsos,5/18/2016,5/22/2016,42.6,36.6,42.53294,38.04387
U.S.,now-cast,Ipsos,5/17/2016,5/21/2016,42.8,36.8,42.70308,38.23437
U.S.,now-cast,USC Dornsife/LA Times,7/5/2016,7/11/2016,40.2,43.5,43.33173,42.82175
U.S.,now-cast,Ipsos,5/16/2016,5/20/2016,41.7,37.9,41.55997,39.34801
U.S.,now-cast,Google Consumer Surveys,8/3/2016,8/9/2016,36.6,29.6,44.05157,39.52277
U.S.,now-cast,SurveyMonkey,7/25/2016,7/31/2016,43.0,38.0,45.30434,43.41121
U.S.,now-cast,Quinnipiac University,2/10/2016,2/15/2016,44.0,43.0,43.84515,44.77267
Kansas,now-cast,Fort Hays State University,2/19/2016,2/26/2016,36.0,46.0,35.05585,46.99199
U.S.,now-cast,Ipsos,5/15/2016,5/19/2016,42.2,37.3,42.01807,38.76157
New Hampshire,now-cast,University of Massachusetts Lowell,2/3/2016,2/5/2016,46.0,39.0,45.31618,41.12244000000001
U.S.,now-cast,YouGov,6/18/2016,6/20/2016,43.0,39.0,47.81364,45.28083
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,5/17/2016,5/18/2016,37.0,42.0,37.28279000000001,43.80437
U.S.,now-cast,Ipsos,5/14/2016,5/18/2016,42.9,37.0,42.6793,38.46396
U.S.,now-cast,Ipsos,5/13/2016,5/17/2016,43.3,38.3,43.03664000000001,39.76472
U.S.,now-cast,Morning Consult,5/5/2016,5/9/2016,44.0,38.0,46.00004000000001,42.86412
U.S.,now-cast,Morning Consult,5/11/2016,5/15/2016,42.0,40.0,44.23671,44.91399000000001
U.S.,now-cast,USC Dornsife/LA Times,7/4/2016,7/10/2016,40.3,42.7,43.41978,42.03471
U.S.,now-cast,Ipsos,5/12/2016,5/16/2016,42.9,38.6,42.59589,40.06542
New Hampshire,now-cast,University of Massachusetts Lowell,2/2/2016,2/4/2016,44.0,40.0,43.32456,42.09693
U.S.,now-cast,NBC News/Wall Street Journal,2/14/2016,2/16/2016,50.0,40.0,49.08402,43.78113
U.S.,now-cast,YouGov,6/2/2016,6/5/2016,44.0,41.0,46.27661,44.73456
Alabama,now-cast,Strategy Research,1/12/2016,1/12/2016,32.0,68.0,30.99948,67.10513
U.S.,now-cast,SurveyMonkey,7/18/2016,7/24/2016,39.0,41.0,41.70285,46.33109
U.S.,now-cast,Ipsos,5/11/2016,5/15/2016,43.9,37.7,43.55387,39.15708
U.S.,now-cast,Ipsos,5/10/2016,5/14/2016,43.2,38.8,42.81213,40.24811
U.S.,now-cast,Fox News/Anderson Robbins Research/Shaw & Company Research,2/15/2016,2/17/2016,47.0,42.0,47.49253,44.75267
Arizona,now-cast,Strategies 360,12/4/2015,12/9/2015,42.0,44.0,40.62566,43.41022
U.S.,now-cast,Ipsos,5/9/2016,5/13/2016,42.6,39.9,42.17432,41.33628
U.S.,now-cast,Gravis Marketing,5/10/2016,5/10/2016,49.5,47.5,48.99219,48.54142
U.S.,now-cast,Morning Consult,5/19/2016,5/23/2016,38.0,35.0,43.02311,42.36118
U.S.,now-cast,Ipsos,5/8/2016,5/12/2016,40.5,40.4,40.03181,41.83182
U.S.,now-cast,Ipsos,5/7/2016,5/11/2016,43.3,38.2,42.79112,39.62089
U.S.,now-cast,Ipsos,5/6/2016,5/10/2016,41.2,40.1,40.65487,41.51125
Georgia,now-cast,Landmark Communications,5/5/2016,5/5/2016,41.0,42.0,39.14238,42.62778
U.S.,now-cast,Ipsos,6/3/2016,6/7/2016,42.0,33.0,44.6266,37.03421
U.S.,now-cast,Ipsos,5/5/2016,5/9/2016,39.9,40.2,39.31721,41.60722
U.S.,now-cast,Public Policy Polling,2/2/2016,2/3/2016,47.0,40.0,45.27313,40.93254
U.S.,now-cast,Ipsos,5/4/2016,5/8/2016,42.2,37.6,41.57566,39.00333
U.S.,now-cast,Ipsos,5/3/2016,5/7/2016,44.6,36.6,43.93346,38.00437
Alaska,now-cast,Ivan Moore Research,1/5/2016,1/12/2016,44.1,49.3,42.32363,48.88795
U.S.,now-cast,Ipsos,5/2/2016,5/6/2016,45.0,36.7,44.29193,38.10418
U.S.,now-cast,Quinnipiac University,2/2/2016,2/4/2016,46.0,41.0,45.92196,42.54644
Florida,now-cast,Florida Atlantic University,1/15/2016,1/18/2016,44.0,47.0,44.90295,48.88012
New Hampshire,now-cast,Fox News/Anderson Robbins Research/Shaw & Company Research,11/15/2015,11/17/2015,47.0,40.0,47.41697,39.83609000000001
U.S.,now-cast,Ipsos,5/1/2016,5/5/2016,46.3,36.3,45.54964,37.70292
U.S.,now-cast,Ipsos,4/25/2016,4/29/2016,44.5,37.8,43.49792,39.21076
U.S.,now-cast,Ipsos,4/26/2016,4/30/2016,45.2,38.0,44.24348,39.40897
U.S.,now-cast,Ipsos,4/29/2016,5/3/2016,46.8,36.8,45.96415,38.20225
U.S.,now-cast,Ipsos,4/27/2016,5/1/2016,44.9,37.8,43.98166,39.20662
U.S.,now-cast,YouGov,5/20/2016,5/23/2016,42.0,41.0,44.06213,44.53307
U.S.,now-cast,Ipsos,4/28/2016,5/2/2016,47.0,36.8,46.12111,38.20541
Missouri,now-cast,Remington,3/3/2016,3/4/2016,38.0,43.0,35.42987,42.34874
U.S.,now-cast,Ipsos,4/23/2016,4/27/2016,43.9,36.5,42.80983,37.91971
U.S.,now-cast,Ipsos,4/24/2016,4/28/2016,44.4,36.7,43.35415,38.11423
U.S.,now-cast,Ipsos,4/30/2016,5/4/2016,48.1,35.4,47.30689,36.80259
U.S.,now-cast,SurveyMonkey,7/11/2016,7/17/2016,39.0,40.0,41.86185,45.49583
U.S.,now-cast,Ipsos,4/22/2016,4/26/2016,44.4,36.3,43.26626,37.72302
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,4/27/2016,4/28/2016,39.0,41.0,38.4663,42.76534
U.S.,now-cast,Emerson College,12/17/2015,12/20/2015,48.0,46.0,47.79597,45.30578
Iowa,now-cast,Morning Consult,11/10/2015,11/16/2015,41.0,40.0,41.98874,41.5293
U.S.,now-cast,CNN/Opinion Research Corp.,1/21/2016,1/24/2016,48.0,47.0,46.63655,46.89461
U.S.,now-cast,Ipsos,4/21/2016,4/25/2016,44.8,35.3,43.6212,36.73046
U.S.,now-cast,Ipsos,4/20/2016,4/24/2016,46.7,33.9,45.47565,35.33842
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,4/25/2016,4/26/2016,38.0,38.0,37.37696,39.7706
U.S.,now-cast,Ipsos,4/19/2016,4/23/2016,46.4,34.9,45.14245,36.34344
U.S.,now-cast,Marist College,11/15/2015,12/2/2015,52.0,41.0,50.3533,42.0128
U.S.,now-cast,Ipsos,4/18/2016,4/22/2016,44.9,35.2,43.60973,36.64643
U.S.,now-cast,Ipsos,4/17/2016,4/21/2016,46.2,34.2,44.86869,35.65496
U.S.,now-cast,Ipsos,4/16/2016,4/20/2016,46.6,33.1,45.22511,34.56114
Nevada,now-cast,Morning Consult,11/10/2015,11/16/2015,41.0,44.0,41.84883,45.3988
South Carolina,now-cast,Morning Consult,11/10/2015,11/16/2015,41.0,44.0,42.35411,45.92257
Montana,now-cast,Montana State University Billings,11/16/2015,11/23/2015,30.0,51.4,29.27648,49.76969
U.S.,now-cast,SurveyMonkey,7/4/2016,7/10/2016,40.0,38.0,42.80803,43.61857
U.S.,now-cast,YouGov,5/6/2016,5/9/2016,42.0,40.0,43.50319,43.51427
Virginia,now-cast,Roanoke College,1/18/2016,1/26/2016,52.0,35.0,50.07686,36.89264
U.S.,now-cast,Ipsos,4/15/2016,4/19/2016,45.2,34.4,43.78895,35.86057
U.S.,now-cast,Ipsos,4/14/2016,4/18/2016,45.7,34.0,44.25468,35.46001
U.S.,now-cast,SurveyMonkey,6/27/2016,7/3/2016,41.0,38.0,43.70046,43.63534
U.S.,now-cast,Morning Consult,4/29/2016,5/2/2016,45.0,40.0,46.74698,44.85916
New Hampshire,now-cast,Morning Consult,11/6/2015,11/16/2015,45.0,38.0,45.6232,39.0458
U.S.,now-cast,Ipsos,4/13/2016,4/17/2016,46.4,33.6,44.92025,35.05992
U.S.,now-cast,Ipsos,4/11/2016,4/15/2016,45.4,36.2,43.86145,37.66324
U.S.,now-cast,Ipsos,4/12/2016,4/16/2016,45.5,35.7,43.99004,37.16314000000001
U.S.,now-cast,Morning Consult,4/26/2016,4/29/2016,46.0,39.0,47.62631,43.86588
South Carolina,now-cast,Public Policy Polling,11/7/2015,11/8/2015,42.0,47.0,40.86663,45.82412
U.S.,now-cast,SurveyMonkey,6/13/2016,6/19/2016,42.0,38.0,44.54353,43.66262
U.S.,now-cast,Ipsos,4/10/2016,4/14/2016,46.3,35.2,44.72948,36.66273
U.S.,now-cast,NBC News/Wall Street Journal,1/9/2016,1/13/2016,51.0,41.0,50.31291,43.95584
U.S.,now-cast,Ipsos,4/9/2016,4/13/2016,46.1,34.2,44.50496,35.65886
U.S.,now-cast,Ipsos,4/8/2016,4/12/2016,47.1,34.1,45.473,35.55686
U.S.,now-cast,Ipsos,4/7/2016,4/11/2016,48.2,31.9,46.54274,33.35346
U.S.,now-cast,Morning Consult,4/8/2016,4/11/2016,46.0,37.0,46.95584,41.91377
U.S.,now-cast,Ipsos,4/6/2016,4/10/2016,47.6,31.2,45.91573,32.64856
U.S.,now-cast,Ipsos,4/5/2016,4/9/2016,45.2,33.4,43.48633,34.84489
U.S.,now-cast,Morning Consult,4/20/2016,4/22/2016,46.0,40.0,47.32528,44.90035
U.S.,now-cast,Ipsos,4/4/2016,4/8/2016,44.9,33.2,43.16145,34.639140000000005
U.S.,now-cast,YouGov,4/22/2016,4/26/2016,43.0,40.0,43.91458,43.52604
U.S.,now-cast,Fox News/Anderson Robbins Research/Shaw & Company Research,1/4/2016,1/7/2016,44.0,47.0,44.76049,48.78224
U.S.,now-cast,Ipsos,4/3/2016,4/7/2016,43.6,33.6,41.84065,35.03014
U.S.,now-cast,Ipsos,4/2/2016,4/6/2016,42.7,34.2,40.91773,35.62229
U.S.,now-cast,Ipsos,3/28/2016,4/1/2016,45.8,33.6,43.9211,34.967009999999995
U.S.,now-cast,Ipsos,3/29/2016,4/2/2016,44.1,33.6,42.23015,34.99264
U.S.,now-cast,Ipsos,3/31/2016,4/4/2016,43.8,33.5,41.96941,34.90813
U.S.,now-cast,Ipsos,3/27/2016,3/31/2016,47.2,32.4,45.31595,33.73684
U.S.,now-cast,Morning Consult,4/15/2016,4/17/2016,46.0,37.0,47.13752,41.91692000000001
U.S.,now-cast,Ipsos,4/1/2016,4/5/2016,42.4,35.6,40.59295,37.01601
U.S.,now-cast,Ipsos,3/30/2016,4/3/2016,43.6,34.0,41.74718,35.40189
U.S.,now-cast,ABC News/Washington Post,12/10/2015,12/13/2015,50.0,44.0,48.0547,43.93019
U.S.,now-cast,SurveyMonkey,6/20/2016,6/26/2016,42.0,36.0,44.64025,41.64725
U.S.,now-cast,Ipsos,3/26/2016,3/30/2016,47.7,33.2,45.79365,34.52656
U.S.,now-cast,Ipsos,3/25/2016,3/29/2016,47.9,33.1,45.97377,34.41373
U.S.,now-cast,Ipsos,3/24/2016,3/28/2016,45.9,35.4,43.95295,36.70288
U.S.,now-cast,CNN/Opinion Research Corp.,12/17/2015,12/21/2015,49.0,47.0,47.8088,45.99812
U.S.,now-cast,SurveyMonkey,6/6/2016,6/12/2016,42.0,38.0,44.4803,43.5699
U.S.,now-cast,Ipsos,3/23/2016,3/27/2016,46.1,35.6,44.13376,36.89161
U.S.,now-cast,Public Policy Polling,12/16/2015,12/17/2015,43.0,41.0,41.52077,40.71782
U.S.,now-cast,Ipsos,3/22/2016,3/26/2016,44.3,36.8,42.31863,38.07312
U.S.,now-cast,Quinnipiac University,12/16/2015,12/20/2015,47.0,40.0,47.16528,40.35843
U.S.,now-cast,Suffolk University,12/2/2015,12/6/2015,47.5,44.0,46.12641,43.19899
U.S.,now-cast,Ipsos,3/21/2016,3/25/2016,44.4,36.7,42.39899000000001,37.96077
U.S.,now-cast,Ipsos,3/20/2016,3/24/2016,44.3,37.8,42.28282,39.04315
U.S.,now-cast,Ipsos,3/19/2016,3/23/2016,44.0,36.8,41.97459,38.02103
U.S.,now-cast,SurveyMonkey,5/30/2016,6/5/2016,48.0,44.0,48.02246,47.08818
U.S.,now-cast,SurveyMonkey,5/23/2016,5/29/2016,47.0,45.0,46.91624,47.97017
U.S.,now-cast,Ipsos,3/17/2016,3/21/2016,41.2,40.1,39.1566,41.25047
U.S.,now-cast,Morning Consult,4/1/2016,4/3/2016,45.0,38.0,45.75224,42.86504
U.S.,now-cast,Ipsos,3/16/2016,3/20/2016,39.0,40.5,36.94666,41.64342
U.S.,now-cast,Fox News/Anderson Robbins Research/Shaw & Company Research,12/16/2015,12/17/2015,49.0,38.0,49.85412,39.24817
U.S.,now-cast,Ipsos,3/13/2016,3/17/2016,42.5,39.6,40.43682,40.72234
U.S.,now-cast,Ipsos,3/15/2016,3/19/2016,40.7,40.4,38.64207,41.53835
U.S.,now-cast,Ipsos,3/14/2016,3/18/2016,42.8,40.2,40.73916,41.32948
U.S.,now-cast,Ipsos,3/18/2016,3/22/2016,41.8,37.8,39.77035,38.98551
U.S.,now-cast,SurveyMonkey,5/16/2016,5/22/2016,47.0,43.0,46.72696,45.91814
U.S.,now-cast,Ipsos,3/12/2016,3/16/2016,43.1,37.7,41.03553,38.81737
U.S.,now-cast,YouGov,3/26/2016,3/29/2016,45.0,41.0,45.14197,44.42958
U.S.,now-cast,Ipsos,3/11/2016,3/15/2016,44.1,38.8,42.03826,39.91005
U.S.,now-cast,NBC News/Wall Street Journal,12/6/2015,12/9/2015,50.0,40.0,49.46604,42.07118
U.S.,now-cast,Zogby Interactive/JZ Analytics,1/19/2016,1/20/2016,45.0,45.0,43.91293,47.604
U.S.,now-cast,Ipsos,3/10/2016,3/14/2016,41.8,39.4,39.74043,40.50383
U.S.,now-cast,Ipsos,3/9/2016,3/13/2016,41.9,38.1,39.84226,39.19781
U.S.,now-cast,Ipsos,3/8/2016,3/12/2016,43.1,38.2,41.04382,39.29037
U.S.,now-cast,Morning Consult,3/24/2016,3/26/2016,44.0,38.0,44.61659,42.74852
U.S.,now-cast,Ipsos,3/7/2016,3/11/2016,43.6,36.9,41.545,37.98169
U.S.,now-cast,Ipsos,3/6/2016,3/10/2016,45.2,34.4,43.15095,35.46962
U.S.,now-cast,Ipsos,3/5/2016,3/9/2016,47.0,32.1,44.95517,33.16086
U.S.,now-cast,Ipsos,3/4/2016,3/8/2016,45.9,32.1,43.85842,33.15254
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,2/29/2016,3/1/2016,41.0,36.0,39.38364,37.34743
U.S.,now-cast,CNN/Opinion Research Corp.,11/27/2015,12/1/2015,49.0,46.0,47.88809000000001,44.4804
U.S.,now-cast,Quinnipiac University,11/23/2015,11/30/2015,47.0,41.0,47.24616,40.812
U.S.,now-cast,Ipsos,3/3/2016,3/7/2016,44.9,32.0,42.85478,33.0494
U.S.,now-cast,Ipsos,3/2/2016,3/6/2016,46.2,32.2,44.1492,33.2438
U.S.,now-cast,Morning Consult,3/18/2016,3/21/2016,45.0,38.0,45.55318,42.64242
U.S.,now-cast,SurveyMonkey,5/9/2016,5/15/2016,48.0,45.0,47.43600000000001,47.93188
U.S.,now-cast,Morning Consult,3/11/2016,3/13/2016,47.0,37.0,47.52326,41.56074
U.S.,now-cast,Ipsos,3/1/2016,3/5/2016,45.2,33.8,43.15329000000001,34.82698
U.S.,now-cast,Ipsos,2/29/2016,3/4/2016,45.5,34.5,43.45795,35.50842
U.S.,now-cast,Saint Leo University,11/29/2015,12/3/2015,51.0,37.0,48.08648,38.39863
U.S.,now-cast,Morning Consult,3/16/2016,3/18/2016,45.0,37.0,45.52491,41.59526
U.S.,now-cast,Ipsos,2/26/2016,3/1/2016,44.8,37.4,42.7785,38.3575
U.S.,now-cast,Ipsos,2/28/2016,3/3/2016,46.0,36.3,43.96082,37.29106
U.S.,now-cast,Ipsos,2/25/2016,2/29/2016,44.8,37.6,42.78381,38.54001
U.S.,now-cast,YouGov,3/10/2016,3/12/2016,43.0,42.0,42.99058,45.20083
U.S.,now-cast,Ipsos,2/27/2016,3/2/2016,45.9,36.0,43.86887,36.97217
U.S.,now-cast,Ipsos,2/24/2016,2/28/2016,43.6,39.1,41.58809,40.02352
U.S.,now-cast,Ipsos,2/23/2016,2/27/2016,43.8,38.5,41.78927,39.41068
Florida,now-cast,Florida Atlantic University,11/15/2015,11/16/2015,41.0,49.0,42.1629,49.2368
U.S.,now-cast,Ipsos,2/22/2016,2/26/2016,44.6,38.1,42.59557,38.99285
U.S.,now-cast,Public Policy Polling,11/16/2015,11/17/2015,45.0,44.0,43.6306,42.89762
U.S.,now-cast,SurveyMonkey,5/2/2016,5/8/2016,49.0,44.0,48.15733,46.88815
U.S.,now-cast,Ipsos,2/21/2016,2/25/2016,44.3,37.8,42.30445,38.67152
U.S.,now-cast,Ipsos,2/17/2016,2/21/2016,41.7,37.3,39.74863,38.08288
U.S.,now-cast,Ipsos,2/18/2016,2/22/2016,41.8,37.5,39.83332,38.30875
U.S.,now-cast,Ipsos,2/20/2016,2/24/2016,44.3,37.4,42.31349,38.25153
Florida,now-cast,Saint Leo University,11/29/2015,12/3/2015,49.0,41.0,46.76328,43.07137
U.S.,now-cast,Fox News/Anderson Robbins Research/Shaw & Company Research,11/16/2015,11/19/2015,41.0,46.0,41.96038,46.46556
U.S.,now-cast,SurveyMonkey,4/25/2016,5/1/2016,43.0,37.0,41.86736,39.89274
U.S.,now-cast,Ipsos,2/19/2016,2/23/2016,43.6,35.5,41.62368,36.32987
U.S.,now-cast,Ipsos,2/16/2016,2/20/2016,41.9,37.0,39.95942,37.75959
U.S.,now-cast,Ipsos,2/15/2016,2/19/2016,42.3,37.9,40.37132,38.63653
U.S.,now-cast,Ipsos,2/14/2016,2/18/2016,44.6,37.5,42.68698,38.21389
Virginia,now-cast,Roanoke College,11/9/2015,11/13/2015,50.0,36.0,49.71022,37.9378
U.S.,now-cast,SurveyMonkey,6/2/2016,6/5/2016,39.0,40.0,41.44221,45.50536
U.S.,now-cast,Morning Consult,3/4/2016,3/6/2016,46.0,38.0,46.53761,42.50631
U.S.,now-cast,Ipsos,2/13/2016,2/17/2016,45.9,37.0,44.00382000000001,37.69168
U.S.,now-cast,Ipsos,2/11/2016,2/15/2016,44.8,37.9,42.92412,38.55035
U.S.,now-cast,Ipsos,2/12/2016,2/16/2016,45.6,38.1,43.71655,38.76859
U.S.,now-cast,Ipsos,2/10/2016,2/14/2016,43.5,37.8,41.63225,38.43111
U.S.,now-cast,Ipsos,2/9/2016,2/13/2016,42.6,38.5,40.74023,39.10732
U.S.,now-cast,Ipsos,2/8/2016,2/12/2016,43.2,37.6,41.3469,38.18597000000001
U.S.,now-cast,Ipsos,2/7/2016,2/11/2016,43.7,36.8,41.85474,37.36199000000001
U.S.,now-cast,SurveyMonkey,4/18/2016,4/24/2016,44.0,36.0,42.56633,38.92722
U.S.,now-cast,Ipsos,2/6/2016,2/10/2016,45.2,36.2,43.36259,36.73788
U.S.,now-cast,Ipsos,2/5/2016,2/9/2016,47.8,33.7,45.97047,34.21368
U.S.,now-cast,Ipsos,2/4/2016,2/8/2016,45.7,35.7,43.87753,36.19123
U.S.,now-cast,Gravis Marketing,1/10/2016,1/10/2016,49.0,51.0,47.29821,50.45119
U.S.,now-cast,SurveyMonkey,4/11/2016,4/17/2016,48.0,39.0,46.31392,41.94691
U.S.,now-cast,Ipsos,2/3/2016,2/7/2016,45.5,36.0,43.68575,36.46879000000001
U.S.,now-cast,Ipsos,2/2/2016,2/6/2016,44.4,37.0,42.59387,37.44562
U.S.,now-cast,Ipsos,1/29/2016,2/2/2016,46.9,35.3,45.11935,35.64948
U.S.,now-cast,Morning Consult,2/26/2016,2/27/2016,44.0,43.0,44.56665,47.39692
U.S.,now-cast,Ipsos,2/1/2016,2/5/2016,44.3,36.7,42.50093,37.12411
U.S.,now-cast,Ipsos,1/30/2016,2/3/2016,44.7,37.1,42.91242,37.47428
U.S.,now-cast,Ipsos,1/31/2016,2/4/2016,42.6,39.0,40.80755,39.40011
U.S.,now-cast,Ipsos,1/28/2016,2/1/2016,46.2,35.5,44.42593,35.82461
U.S.,now-cast,Ipsos,1/27/2016,1/31/2016,46.7,35.6,44.93248,35.89986
U.S.,now-cast,Ipsos,1/26/2016,1/30/2016,46.5,35.7,44.73911,35.97521
U.S.,now-cast,Ipsos,1/25/2016,1/29/2016,45.8,36.4,44.04571,36.65198
U.S.,now-cast,Ipsos,1/24/2016,1/28/2016,45.1,36.2,43.35258,36.42786
U.S.,now-cast,Morning Consult,2/3/2016,2/7/2016,45.0,40.0,45.76859,43.9257
U.S.,now-cast,Ipsos,1/23/2016,1/27/2016,46.2,35.3,44.45714,35.50512
U.S.,now-cast,Morning Consult,1/21/2016,1/24/2016,45.0,39.0,45.85028,42.6156
U.S.,now-cast,SurveyMonkey,3/28/2016,4/3/2016,45.0,33.0,42.95403,35.87642
U.S.,now-cast,Ipsos,1/22/2016,1/26/2016,45.3,36.0,43.56141,36.18208
U.S.,now-cast,Ipsos,1/21/2016,1/25/2016,46.5,34.7,44.76745,34.85869
U.S.,now-cast,Ipsos,1/20/2016,1/24/2016,45.3,36.6,43.5718,36.73608
U.S.,now-cast,Ipsos,1/19/2016,1/23/2016,42.6,39.8,40.87534,39.9131
U.S.,now-cast,Ipsos,1/18/2016,1/22/2016,41.3,41.0,39.58069,41.08919
U.S.,now-cast,Ipsos,1/17/2016,1/21/2016,41.7,40.0,39.98774,40.06488
