State,Poll Type,Pollster,Start Date,End Date,Clinton,Trump,Clinton Adjusted,Trump Adjusted,Electoral Votes
North Dakota,now-cast,SurveyMonkey,10/27/2016,11/2/2016,31.0,55.0,29.7011,55.07394,53
Colorado,now-cast,SurveyMonkey,10/20/2016,10/28/2016,45.0,38.0,43.58336,39.41081,64
New Jersey,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,41.22,32.52,46.66167,41.05576,21
Georgia,now-cast,Ipsos,8/5/2016,8/18/2016,41.99,46.04,41.47189,47.27636,159
Georgia,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,32.92,41.56,38.32722,48.01124,159
Nevada,now-cast,Monmouth University,7/7/2016,7/10/2016,45.0,41.0,46.83581,44.734,17
North Dakota,now-cast,SurveyMonkey,10/18/2016,10/26/2016,31.0,52.0,29.57462,53.86847,53
Tennessee,now-cast,Ipsos,10/21/2016,11/3/2016,35.18,49.82,34.61237,49.95041,95
Virginia,now-cast,Quinnipiac University,10/20/2016,10/26/2016,50.0,38.0,50.44657,39.0316,134
Pennsylvania,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,33.59,36.18,41.19054000000001,44.86971,67
Colorado,now-cast,SurveyMonkey,11/1/2016,11/7/2016,43.0,40.0,41.55986,39.36924000000001,64
Florida,now-cast,Rasmussen Reports/Pulse Opinion Research,10/13/2016,10/20/2016,47.0,41.0,47.57318,44.07413,67
New York,now-cast,SurveyMonkey,10/20/2016,10/28/2016,57.0,32.0,55.57433,33.3143,62
Vermont,now-cast,"Political Marketing International, Inc./Red Racing Horses",10/24/2016,10/26/2016,52.0,26.0,51.23164000000001,27.44156,14
New Jersey,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,35.6,36.19,43.24093,44.84698,21
Arizona,now-cast,Merrill Poll,3/7/2016,3/11/2016,38.0,38.0,37.74321,40.73597,15
Florida,now-cast,Rasmussen Reports/Pulse Opinion Research,10/27/2016,10/31/2016,47.0,46.0,47.58784,47.0192,67
Kentucky,now-cast,Google Consumer Surveys,10/12/2016,10/14/2016,28.4,31.8,34.83303,42.26878,120
Tennessee,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,25.93,46.25,33.49023,55.83321,95
Oregon,now-cast,Ipsos,8/19/2016,9/8/2016,46.76,35.01,46.53601,36.05226,36
Virginia,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,40.86,27.0,47.51475,35.55201,134
Kansas,now-cast,Ipsos,9/2/2016,9/22/2016,35.91,50.8,34.8784,50.44893,105
Florida,now-cast,Rasmussen Reports/Pulse Opinion Research,11/2/2016,11/6/2016,47.0,45.0,47.47609,45.1698,67
New Mexico,now-cast,SurveyMonkey,10/26/2016,11/1/2016,42.0,34.0,40.6732,34.256809999999994,33
Idaho,now-cast,Ipsos,10/20/2016,11/3/2016,29.97,51.68,28.37692,51.0736,44
Arkansas,now-cast,Ipsos,8/19/2016,9/8/2016,41.42,49.8,41.298,50.81079,75
Florida,now-cast,Rasmussen Reports/Pulse Opinion Research,10/31/2016,11/2/2016,45.0,45.0,45.58966,45.4504,67
Nebraska,now-cast,Ipsos,10/20/2016,11/3/2016,31.38,53.13,30.08669,52.80231,93
Oklahoma,now-cast,SurveyMonkey,10/17/2016,10/25/2016,32.0,56.0,30.55253,57.64988,77
Michigan,now-cast,Mitchell Research & Communications,10/23/2016,10/23/2016,49.0,41.0,47.59727,41.91975,83
Virginia,now-cast,Roanoke College,1/18/2016,1/26/2016,52.0,35.0,50.07686,36.89264,134
Connecticut,now-cast,Emerson College,4/10/2016,4/11/2016,48.0,40.0,46.33864000000001,39.73473,8
Georgia,now-cast,SurveyMonkey,10/30/2016,11/6/2016,45.0,45.0,43.58616,44.40003,159
Virginia,now-cast,Roanoke College,10/25/2016,10/28/2016,50.0,32.0,49.90215,34.82403,134
Massachusetts,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,50.66,22.0,58.79055,32.57368,14
New Hampshire,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,51.53,20.86,59.44951,31.60181,10
North Carolina,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,32.86,37.42,40.3088,46.80967,100
Missouri,now-cast,Emerson College,10/17/2016,10/19/2016,39.0,47.0,39.14167,47.64395,115
Wyoming,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,16.57,58.22,24.39564,67.21143000000001,23
New Mexico,now-cast,Ipsos,9/16/2016,10/6/2016,49.11,35.93,45.6773,33.56256,33
Missouri,now-cast,Emerson College,11/4/2016,11/5/2016,40.5,46.5,40.49911,44.38027,115
New Hampshire,now-cast,University of New Hampshire,10/31/2016,11/3/2016,47.0,39.0,46.98706,40.38618,10
Michigan,now-cast,Emerson College,10/25/2016,10/26/2016,50.0,43.0,50.17392,42.44155,83
Pennsylvania,now-cast,Ipsos,8/26/2016,9/1/2016,48.05,41.77,48.04985,42.88405,67
Vermont,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,48.29,28.19,55.8961,37.12618,14
Nevada,now-cast,Ipsos,10/14/2016,11/3/2016,47.22,41.66,45.71048,41.81779,17
Alaska,now-cast,Ivan Moore Research,6/16/2016,6/20/2016,30.0,39.0,34.35497,44.68636,29
Tennessee,now-cast,icitizen,7/25/2016,7/27/2016,30.0,47.0,34.17152,53.45395,95
North Carolina,now-cast,YouGov,8/30/2016,9/2/2016,46.0,42.0,49.0327,45.43091,100
Iowa,now-cast,Quinnipiac University,10/20/2016,10/26/2016,44.0,44.0,44.46257,45.23578,99
Florida,now-cast,JMC Enterprises,9/7/2016,9/8/2016,42.0,46.0,44.44009000000001,49.55197,67
New Jersey,now-cast,Ipsos,9/30/2016,10/6/2016,48.52,33.66,48.32786,35.46921,21
Utah,now-cast,SurveyMonkey,10/25/2016,10/31/2016,30.0,33.0,28.63614,33.41117,29
Alabama,now-cast,Ipsos,8/5/2016,8/25/2016,42.06,48.14,41.78506,49.52521,67
Alabama,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,17.11,56.17,24.51123,65.06586,67
West Virginia,now-cast,Ipsos,8/26/2016,9/15/2016,38.76,49.23,38.76769,50.1495,55
Nebraska,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,26.88,39.06,32.90178,47.92586,93
Georgia,now-cast,Gravis Marketing,11/3/2016,11/6/2016,44.0,48.0,43.9247,47.3765,159
Louisiana,now-cast,Ipsos,9/9/2016,9/29/2016,37.53,49.56,37.78213,50.26938,64
North Dakota,now-cast,Ipsos,9/23/2016,10/13/2016,34.67,44.9,33.02447,45.42189000000001,53
North Carolina,now-cast,Siena College,9/16/2016,9/19/2016,41.0,41.0,43.38925,44.82006,100
Washington,now-cast,American Strategies,6/15/2016,6/20/2016,48.0,36.0,48.35173,37.41624,39
North Carolina,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,32.64,37.88,40.15883,46.4602,100
New Hampshire,now-cast,Suffolk University,10/31/2016,11/2/2016,41.8,42.2,42.14843,42.6863,10
Tennessee,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,30.55,43.66,38.2556,52.70965,95
Oklahoma,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,27.82,44.2,35.28672,52.62961,77
New Jersey,now-cast,SurveyMonkey,11/1/2016,11/7/2016,52.0,37.0,50.55473,36.36659,21
Colorado,now-cast,Ipsos,10/21/2016,11/2/2016,49.01,41.11,47.10258,40.20752,64
Alaska,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,30.84,29.36,38.78653,39.10241,29
Iowa,now-cast,Ipsos,8/5/2016,8/25/2016,43.05,39.52,42.66476,41.19756,99
Illinois,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,39.07,29.52,45.06181,38.26508,102
New Hampshire,now-cast,University of New Hampshire,11/3/2016,11/6/2016,49.0,38.0,48.77016,39.15198,10
New Jersey,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,37.55,35.87,44.8982,44.4352,21
District of Columbia,now-cast,SurveyMonkey,11/1/2016,11/7/2016,85.0,7.0,83.58521999999998,6.382311,1
South Dakota,now-cast,SurveyMonkey,10/30/2016,11/6/2016,31.0,53.0,29.62371,52.42258,66
Illinois,now-cast,SurveyMonkey,10/18/2016,10/26/2016,52.0,34.0,50.55395,35.58803,102
Tennessee,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,28.63,41.49,36.13315,49.96715,95
Massachusetts,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,52.75,19.79,58.92097,29.25722,14
Michigan,now-cast,Gravis Marketing,7/7/2016,7/8/2016,37.0,34.0,39.52476,37.64398,83
Wisconsin,now-cast,St. Norbert College,10/13/2016,10/16/2016,47.0,39.0,47.02428,42.28467,72
Florida,now-cast,SurveyMonkey,10/28/2016,11/3/2016,47.0,45.0,45.66713,44.79058,67
West Virginia,now-cast,SurveyMonkey,10/18/2016,10/26/2016,29.0,60.0,27.56093,61.68277,55
Missouri,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,33.26,31.81,40.76075,40.28402,115
Oklahoma,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,28.99,39.64,35.62968,48.16034000000001,77
Arkansas,now-cast,Ipsos,10/14/2016,11/2/2016,37.33,52.4,36.11663,52.80006,75
North Dakota,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,19.8,46.07,25.16074,54.09173000000001,53
New Hampshire,now-cast,Morning Consult,11/6/2015,11/16/2015,45.0,38.0,45.6232,39.0458,10
Utah,now-cast,YouGov,10/12/2016,10/14/2016,20.0,37.0,20.953470000000006,40.14447,29
Maine CD-2,now-cast,SurveyUSA,9/4/2016,9/10/2016,37.0,47.0,38.54987,49.49235,
Florida,now-cast,YouGov,11/2/2016,11/4/2016,45.0,45.0,47.04525,46.84944,67
Kentucky,now-cast,SurveyMonkey,10/30/2016,11/6/2016,35.0,53.0,33.60691,52.41249000000001,120
New Hampshire,now-cast,University of Massachusetts Lowell,2/4/2016,2/6/2016,45.0,39.0,44.30655,41.14993,10
Pennsylvania,now-cast,Mercyhurst University,3/1/2016,3/11/2016,43.0,35.0,43.43789,38.61323,67
South Dakota,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,33.23,25.56,40.98269000000001,35.47745,66
North Dakota,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,22.78,45.48,29.65266,54.4899,53
Nevada,now-cast,SurveyMonkey,10/20/2016,10/28/2016,43.0,44.0,41.57248,45.29454000000001,17
Wyoming,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,22.38,46.76,30.28315,56.09151,23
Oregon,now-cast,SurveyMonkey,10/28/2016,11/3/2016,51.0,36.0,49.69059,35.83297,36
Montana,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,27.14,39.32,32.59652,45.98294,56
Nevada,now-cast,Remington,10/30/2016,10/30/2016,44.0,48.0,44.00146,47.19376,17
Pennsylvania,now-cast,Quinnipiac University,3/30/2016,4/4/2016,45.0,42.0,43.65136,42.54528,67
California,now-cast,Field Research Corporation (Field Poll),6/8/2016,7/2/2016,50.0,26.0,52.65377,29.74397,58
Massachusetts,now-cast,Western New England University,9/24/2016,10/3/2016,58.0,26.0,58.12668000000001,30.523640000000004,14
Maine,now-cast,Ipsos,10/20/2016,11/3/2016,45.46,37.22,43.77366,36.63279,16
Texas,now-cast,SurveyMonkey,10/17/2016,10/25/2016,40.0,47.0,38.55497,48.68416,254
Alabama,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,20.23,60.67,25.54403,66.17603000000001,67
Virginia,now-cast,Christopher Newport University,10/16/2016,10/19/2016,45.0,33.0,45.96054,37.52667,134
Ohio,now-cast,Quinnipiac University,7/30/2016,8/7/2016,44.0,42.0,46.54559,45.32792,88
Arizona,now-cast,MBQF,6/20/2016,6/20/2016,46.5,42.2,45.87049,44.21188,15
Idaho,now-cast,SurveyMonkey,8/9/2016,9/1/2016,25.0,44.0,27.2978,49.63132,44
Alabama,now-cast,Ipsos,10/7/2016,10/27/2016,38.93,51.28,37.72898,52.30703,67
Florida,now-cast,Gravis Marketing,10/31/2016,10/31/2016,49.0,46.0,49.13238,45.85029,67
Illinois,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,37.79,29.41,45.46544,38.2001,102
Maryland,now-cast,SurveyMonkey,10/18/2016,10/26/2016,62.0,27.0,60.54951,28.5279,24
Florida,now-cast,Associated Industries of Florida,10/19/2016,10/19/2016,44.0,41.0,44.35984000000001,45.27408,67
Maryland,now-cast,OpinionWorks,8/18/2016,8/30/2016,54.0,25.0,56.8564,29.13227,24
Ohio,now-cast,Anzalone Liszt Grove Research,9/27/2016,10/2/2016,44.0,42.0,44.35323,45.6123,88
California,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,43.85,27.51,51.66509,36.71586,58
Georgia,now-cast,Ipsos,8/12/2016,8/25/2016,43.33,46.33,42.88963,47.3798,159
Alabama,now-cast,Ipsos,9/2/2016,9/22/2016,39.35,53.12,39.23778,53.55209,67
Nebraska,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,30.33,41.35,35.67004,46.86943,93
New York,now-cast,Ipsos,9/23/2016,9/29/2016,49.34,29.05,49.45348,30.19831,62
Ohio,now-cast,Rasmussen Reports/Pulse Opinion Research,11/1/2016,11/3/2016,44.0,43.0,44.57928,43.3252,88
Minnesota,now-cast,"Mason-Dixon Polling & Research, Inc.",1/18/2016,1/20/2016,43.0,38.0,40.81114,39.40767,87
Illinois,now-cast,Emerson College,10/27/2016,10/30/2016,53.0,41.0,53.19176,39.76984,102
Florida,now-cast,Saint Leo University,9/10/2016,9/16/2016,49.4,43.6,50.32331,49.18757,67
Pennsylvania,now-cast,Public Policy Polling,8/26/2016,8/27/2016,48.0,43.0,47.37631,43.71187000000001,67
Idaho,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,24.82,32.89,30.85771,41.8201,44
Arkansas,now-cast,Ipsos,10/7/2016,10/27/2016,34.03,53.17,32.56881,54.22559,75
Virginia,now-cast,SurveyMonkey,10/18/2016,10/26/2016,48.0,39.0,46.55019,40.53703,134
Arizona,now-cast,YouGov,10/4/2016,11/6/2016,37.8,46.3,38.58861,48.73254,15
Ohio,now-cast,SurveyMonkey,11/1/2016,11/7/2016,42.0,45.0,40.54963,44.36396,88
Montana,now-cast,SurveyMonkey,10/17/2016,10/25/2016,35.0,52.0,33.57249,53.93025,56
Tennessee,now-cast,SurveyMonkey,10/29/2016,11/4/2016,41.0,49.0,39.65656,48.63681,95
New Jersey,now-cast,SurveyMonkey,10/18/2016,10/26/2016,53.0,35.0,51.56100000000001,36.68366,21
Vermont,now-cast,SurveyMonkey,10/28/2016,11/3/2016,57.0,24.0,55.71287,23.87323,14
Michigan,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,37.5,34.9,42.94047,41.49401,83
Pennsylvania,now-cast,Marist College,10/3/2016,10/6/2016,49.0,37.0,48.34179,40.3967,67
Pennsylvania,now-cast,Harper Polling,3/1/2016,3/2/2016,45.0,40.0,42.56349,40.76209,67
Washington,now-cast,Ipsos,8/19/2016,9/1/2016,45.38,35.41,45.35028,36.81733,39
South Carolina,now-cast,Ipsos,9/23/2016,10/13/2016,45.97,48.85,45.29861,49.88636,46
Ohio,now-cast,Public Policy Polling,7/22/2016,7/24/2016,39.0,42.0,41.83392,46.3653,88
Idaho,now-cast,SurveyMonkey,10/27/2016,11/2/2016,30.0,49.0,28.68253,49.02741,44
North Carolina,now-cast,Ipsos,8/19/2016,9/1/2016,48.92,43.83,48.92052,45.03289,100
Nevada,now-cast,JMC Enterprises,10/10/2016,10/13/2016,43.0,41.0,43.36266,44.44051,17
North Carolina,now-cast,Public Policy Polling,9/27/2016,9/28/2016,44.0,42.0,44.90784,44.20206,100
North Dakota,now-cast,SurveyMonkey,10/29/2016,11/4/2016,29.0,57.0,27.69488,56.68713,53
Nebraska CD-2,now-cast,Emerson College,9/25/2016,9/26/2016,40.0,49.0,39.29568,47.39163,
Arizona,now-cast,Ipsos,9/23/2016,10/6/2016,42.22,49.06,41.30722,49.71753,15
North Carolina,now-cast,Rasmussen Reports/Pulse Opinion Research,10/16/2016,10/23/2016,47.0,41.0,47.48479,43.51756,100
Kentucky,now-cast,Ipsos,10/24/2016,11/6/2016,37.64,58.29,37.13481,57.85014,120
Arizona,now-cast,Ipsos,8/19/2016,9/1/2016,41.38,44.56,41.11471,45.63832,15
Arizona,now-cast,SurveyMonkey,11/1/2016,11/7/2016,45.0,42.0,43.55363,41.36602,15
Maine,now-cast,SurveyMonkey,11/1/2016,11/7/2016,46.0,38.0,44.57411,37.37658,16
Pennsylvania,now-cast,Gravis Marketing,11/3/2016,11/6/2016,46.0,40.0,45.93093,39.37966,67
New York,now-cast,Siena College,2/28/2016,3/3/2016,57.0,34.0,57.07074,38.66983,62
Florida,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,38.49,38.56,43.92161,46.98092000000001,67
Wisconsin,now-cast,SurveyMonkey,10/18/2016,10/26/2016,43.0,42.0,41.56277,43.70766,72
Illinois,now-cast,Loras College,10/26/2016,10/27/2016,45.0,34.0,45.83413,36.17527000000001,102
Texas,now-cast,SurveyMonkey,10/27/2016,11/2/2016,42.0,46.0,40.66163,45.97502,254
New Mexico,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,42.52,29.93,47.86229,35.4506,33
Ohio,now-cast,Ipsos,9/2/2016,9/8/2016,47.39,45.5,47.22202,46.2122,88
Indiana,now-cast,Ipsos,9/23/2016,10/6/2016,37.21,50.31,35.44913,50.01197,92
Georgia,now-cast,SurveyUSA,10/25/2016,10/27/2016,42.0,49.0,42.25624000000001,50.89946,159
Idaho,now-cast,Dan Jones & Associates,5/18/2016,6/4/2016,32.0,49.0,31.73689,51.64976,44
Delaware,now-cast,YouGov,10/4/2016,11/6/2016,50.7,31.6,51.48265,33.948809999999995,3
Florida,now-cast,Remington,10/20/2016,10/22/2016,46.0,46.0,45.88933,46.93126,67
Alabama,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,18.35,55.11,25.60342,63.2612,67
Tennessee,now-cast,Ipsos,9/16/2016,9/29/2016,35.1,47.07,35.20563,47.81377,95
Idaho,now-cast,Dan Jones & Associates,7/5/2016,7/16/2016,23.0,44.0,25.48243,48.08949000000001,44
Indiana,now-cast,SurveyMonkey,10/25/2016,10/31/2016,37.0,51.0,35.64074,51.38227,92
Michigan,now-cast,SurveyMonkey,10/20/2016,10/28/2016,44.0,41.0,42.57391,42.3098,83
Oklahoma,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,22.59,35.91,29.78463,44.2543,77
Louisiana,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,25.28,53.54,32.58818,61.76266999999999,64
Utah,now-cast,Ipsos,9/23/2016,10/13/2016,35.0,41.45,33.75047,42.22015,29
Kentucky,now-cast,SurveyMonkey,10/20/2016,10/28/2016,30.0,61.0,28.56763,62.24286,120
New Hampshire,now-cast,Rasmussen Reports/Pulse Opinion Research,10/31/2016,11/2/2016,43.0,42.0,43.64457,42.52251,10
Missouri,now-cast,YouGov,9/21/2016,9/23/2016,37.0,46.0,39.80698,48.82086,115
Indiana,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,31.62,35.74,39.01211,45.46333,92
New Hampshire,now-cast,Emerson College,11/4/2016,11/5/2016,45.4,43.8,45.41758,41.68962,10
Nebraska,now-cast,SurveyMonkey,10/27/2016,11/2/2016,34.0,50.0,32.677040000000005,50.01366,93
North Carolina,now-cast,Rasmussen Reports/Pulse Opinion Research,10/18/2016,10/25/2016,46.0,43.0,46.47099,45.25016,100
Georgia,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,30.02,44.88,37.31667,53.08765,159
Indiana,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,35.1,32.52,41.74338,41.04813,92
Delaware,now-cast,Ipsos,8/26/2016,9/15/2016,43.33,28.07,43.15895,28.76905,3
Wisconsin,now-cast,Marquette University,6/9/2016,6/12/2016,46.0,37.0,46.38456,39.27884,72
Kentucky,now-cast,Ipsos,9/23/2016,10/6/2016,37.27,57.06,36.78687,58.06936999999999,120
North Carolina,now-cast,Ipsos,9/16/2016,9/29/2016,48.07,43.58,47.99511,44.10605,100
New Hampshire,now-cast,Ipsos,10/23/2016,11/6/2016,44.42,41.81,42.77752,40.51941,10
Georgia,now-cast,SurveyMonkey,11/1/2016,11/7/2016,45.0,45.0,43.5309,44.35431,159
Ohio,now-cast,Rasmussen Reports/Pulse Opinion Research,10/27/2016,10/31/2016,47.0,41.0,47.58989,42.02612,88
Maine CD-2,now-cast,Maine People's Resource Center,8/17/2016,8/20/2016,37.8,33.6,41.4566,38.43754000000001,
Nevada,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,33.6,35.34,39.22911,44.13112,17
North Carolina,now-cast,Selzer & Company,9/29/2016,10/2/2016,44.0,43.0,45.45012,45.54683,100
North Carolina,now-cast,Meredith College,9/18/2016,9/22/2016,38.0,35.0,42.39822,41.10244,100
Massachusetts,now-cast,YouGov,9/15/2016,9/20/2016,47.0,34.0,50.47665,37.6301,14
Oregon,now-cast,Ipsos,9/23/2016,10/6/2016,51.33,36.0,50.37568,36.70156,36
Wisconsin,now-cast,Remington,11/1/2016,11/2/2016,49.0,41.0,48.19033,38.92152,72
New York,now-cast,SurveyMonkey,10/17/2016,10/25/2016,58.0,31.0,56.56231999999999,32.78735,62
North Carolina,now-cast,Marist College,7/5/2016,7/11/2016,42.0,36.0,44.59065,42.20772,100
Montana,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,31.06,37.96,37.87346,46.8455,56
Missouri,now-cast,Clarity Campaign Labs,11/1/2016,11/2/2016,38.0,54.0,37.6443,52.78773,115
Colorado,now-cast,Monmouth University,7/9/2016,7/12/2016,48.0,35.0,50.03964000000001,38.95284,64
South Carolina,now-cast,SurveyMonkey,10/29/2016,11/4/2016,43.0,46.0,41.63342,45.60641,46
Arizona,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,37.89,32.88,43.33388,39.48864,15
New Hampshire,now-cast,University of New Hampshire,11/2/2016,11/5/2016,47.0,41.0,46.86588,42.20224,10
Arizona,now-cast,Ipsos,9/16/2016,9/29/2016,44.13,45.74,43.755,46.04483,15
Arizona,now-cast,MBQF,8/1/2016,8/1/2016,45.0,42.0,46.41916,46.4745,15
South Dakota,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,24.68,34.67,32.28298,44.80054000000001,66
Washington,now-cast,YouGov,10/6/2016,10/13/2016,53.0,39.0,52.23818,40.51699,39
Virginia,now-cast,Ipsos,9/30/2016,10/6/2016,50.49,39.05,49.60379,40.03336,134
Oregon,now-cast,Ipsos,9/9/2016,9/22/2016,43.63,41.36,43.3548,41.71705,36
Iowa,now-cast,SurveyMonkey,10/26/2016,11/1/2016,39.0,45.0,37.67931,45.27744000000001,99
New Hampshire,now-cast,Ipsos,10/20/2016,11/3/2016,46.37,39.88,44.55598,39.21002,10
Alabama,now-cast,SurveyMonkey,10/27/2016,11/2/2016,35.0,53.0,33.632220000000004,52.90133,67
Pennsylvania,now-cast,Ipsos,9/23/2016,9/29/2016,45.23,42.35,44.91388,43.00571,67
Michigan,now-cast,Mitchell Research & Communications,10/25/2016,10/25/2016,48.0,42.0,46.64978,42.545,83
Tennessee,now-cast,SurveyMonkey,10/30/2016,11/6/2016,40.0,49.0,38.60582,48.41184000000001,95
West Virginia,now-cast,Ipsos,9/30/2016,10/20/2016,39.5,55.84,38.119,57.13055,55
Kentucky,now-cast,Ipsos,8/12/2016,9/1/2016,41.76,46.34,41.81686,47.90265,120
Georgia,now-cast,SurveyMonkey,10/26/2016,11/1/2016,44.0,45.0,42.63078,45.11346,159
South Carolina,now-cast,Ipsos,8/19/2016,9/8/2016,44.55,48.91,44.63342,50.01545,46
Texas,now-cast,SurveyMonkey,8/9/2016,9/1/2016,40.0,40.0,42.11695,45.32221,254
Kentucky,now-cast,Ipsos,8/19/2016,9/8/2016,37.01,53.27,37.15436,54.55228,120
Ohio,now-cast,Rasmussen Reports/Pulse Opinion Research,10/30/2016,11/1/2016,46.0,43.0,46.59692,43.60085,88
North Carolina,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,35.61,38.39,41.20439,46.92716,100
Ohio,now-cast,Suffolk University,7/18/2016,7/20/2016,42.6,38.6,45.67907,42.79794,88
Idaho,now-cast,Emerson College,10/21/2016,10/23/2016,23.0,52.0,21.06908,50.25003,44
South Dakota,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,32.71,36.87,38.75319,45.8222,66
Georgia,now-cast,SurveyMonkey,10/28/2016,11/3/2016,44.0,46.0,42.63701,45.73616,159
New York,now-cast,Siena College,11/3/2016,11/4/2016,51.0,34.0,51.34944,35.033770000000004,62
New Hampshire,now-cast,Public Policy Polling,8/5/2016,8/7/2016,50.0,37.0,49.34676,39.24408,10
Maryland,now-cast,Ipsos,10/24/2016,11/6/2016,55.69,33.6,55.16245,33.13455,24
Arizona,now-cast,Ipsos,10/24/2016,11/6/2016,42.38,47.1,41.38765,46.1836,15
Maryland,now-cast,Public Policy Polling,4/15/2016,4/17/2016,61.0,28.0,59.79333000000001,30.01943,24
Indiana,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,36.04,35.07,42.0075,43.7171,92
Nevada,now-cast,Remington,10/20/2016,10/22/2016,44.0,47.0,43.8913,47.95892,17
Minnesota,now-cast,YouGov,10/4/2016,11/6/2016,42.3,35.9,43.09282,38.39164,87
Louisiana,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,30.6,45.73,37.65487,53.87325,64
Washington,now-cast,SurveyMonkey,10/20/2016,10/28/2016,52.0,34.0,50.58827,35.46318,39
Utah,now-cast,Ipsos,10/7/2016,10/27/2016,30.54,44.17,28.76102,45.08722,29
Wisconsin,now-cast,YouGov,6/21/2016,6/24/2016,41.0,36.0,44.65082,40.50661,72
Pennsylvania,now-cast,Ipsos,9/2/2016,9/8/2016,49.12,44.29,49.13982,45.14862,67
Michigan,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,34.85,33.58,42.4445,42.17639000000001,83
Georgia,now-cast,Landmark Communications,7/31/2016,7/31/2016,46.0,46.0,47.10216,49.24421,159
California,now-cast,SurveyUSA,4/27/2016,4/30/2016,56.0,34.0,55.47187,36.45351,58
Florida,now-cast,Public Policy Polling,9/27/2016,9/28/2016,45.0,43.0,46.02021,45.40653,67
